Latitude,Longitude,Altitude (m),Resolution (m),Bearing (degrees)
12.970298,79.287115,197,120.194088,318.767311
12.970626,79.28682,197,48.497425,318.764036
12.971422,79.286104,192,117.700952,318.767662
12.971909,79.285666,191,72.006478,312.826892
12.972385,79.285139,190.9,77.861083,305.729617
12.972596,79.284838,190.3,40.177601,298.570951
12.972821,79.284414,190,52.313792,289.225829
12.973117,79.283543,191,99.953308,289.236856
12.973539,79.282302,193.7,142.422701,302.305272
12.973661,79.282104,195,25.383654,307.612349
12.973902,79.281783,195.3,43.908407,315.514973
12.974281,79.281401,196,59.070541,315.40182
12.974365,79.281316,194.7,13.117614,322.894455
12.975174,79.280688,192,112.794856,322.917806
12.975379,79.280529,192,28.573307,322.919518
12.976132,79.279945,191,104.952329,322.850615
12.976541,79.279627,191,57.057856,322.968325
12.97682,79.279411,189,38.861694,322.884556
12.978458,79.278139,189,228.408286,322.891423
12.980193,79.276792,188,241.912384,322.757012
12.980566,79.276501,191,52.100204,322.687667
12.980745,79.276361,191,25.025549,322.621444
12.98087,79.276263,191,17.491361,322.821171
12.981064,79.276112,191,27.074656,322.625672
12.98161,79.275684,191,76.397994,324.281198
12.981755,79.275577,190,19.858882,323.999459
12.981869,79.275492,190,15.668781,322.047626
12.98236,79.275099,190,69.239318,323.368164
12.984124,79.273753,192,244.425721,323.308212
12.984141,79.27374,192,2.357407,323.237904
12.984261,79.273648,195,16.655767,323.3943
12.984728,79.273292,195.2,64.687051,321.400745
12.985342,79.272789,195,87.359234,314.953639
12.985557,79.272568,194.8,33.83688,304.440859
12.9857,79.272354,194.6,28.115527,295.507601
12.985879,79.271969,193,46.220386,291.640814
12.986283,79.270924,194,121.812889,291.106123
12.988153,79.265952,192,577.455662,290.471835
12.988647,79.264594,192,157.058393,291.694808
12.989313,79.262876,194.5,200.33527,290.660194
12.989604,79.262084,196,91.710819,290.579296
12.989829,79.261469,198,71.176952,291.049146
12.989865,79.261373,198,11.145237,291.206568
12.990034,79.260926,198,51.950102,291.192113
12.990762,79.258999,190,223.932343,291.595954
12.990897,79.258649,195,40.78516,291.529792
12.991188,79.257892,195,88.172127,291.586574
12.991513,79.257049,195,98.227364,291.587261
12.991641,79.256717,195,38.685199,291.547105
12.991858,79.256153,198,65.699969,291.95737
12.992538,79.254422,203,202.219371,291.955063
12.992756,79.253867,203,64.835257,299.230779
12.993009,79.253403,203,57.609501,297.042111
12.993104,79.253212,201,23.234656,296.585499
12.993242,79.252929,201,34.287806,295.824035
12.993474,79.252437,200,59.221205,296.666943
12.995198,79.248914,198,427.141709,296.304289
12.995395,79.248505,198,49.432505,297.847465
12.995517,79.248268,198,29.041389,298.69424
12.995693,79.247938,198,40.760031,296.348066
12.996829,79.245584,204,284.614779,297.34739
12.996893,79.245457,204,15.491338,224.25665
12.996746,79.24531,204,22.822077,222.841894
12.996145,79.244738,203,91.141687,220.61424
12.994419,79.243219,204,252.825109,221.768878
12.993292,79.242186,205,168.021027,219.480891
12.992768,79.241743,205,75.490192,222.062464
12.992308,79.241317,203.5,68.896284,218.25805
12.991532,79.240689,203.5,109.887785,216.503586
12.990268,79.239729,195,174.852898,242.175233
12.99025,79.239694,195,4.288007,218.160743
12.990157,79.239619,195,13.151958,214.408105
12.989366,79.239063,194.3,106.60793,211.776686
12.988224,79.238337,194.8,149.374712,218.233398
12.987686,79.237902,195.5,76.159278,208.509031
12.986432,79.237203,198.6,158.679512,216.432256
12.985999,79.236875,198.8,59.84315,206.668458
12.985578,79.236658,198.3,52.385944,201.88529
12.983339,79.235735,198,268.301195,199.664745
12.980664,79.234754,198,315.868367,197.714773
12.980182,79.234596,198,56.263807,203.146777
12.979252,79.234188,196,112.464543,208.543573
12.978874,79.233977,196,47.847324,212.790222
12.978275,79.233581,193,79.230371,212.816399
12.977935,79.233356,193,44.985419,212.83734
12.97763,79.233154,195,40.364084,215.498869
12.977533,79.233083,195,13.248433,215.640286
12.977234,79.232863,193,40.910091,215.632312
12.976697,79.232468,192,73.466627,216.002307
12.976123,79.23204,190,78.895396,215.885505
12.97556,79.231622,189.6,77.269171,221.269371
12.975208,79.231305,189.7,52.075193,238.189712
12.973984,79.22928,187,258.204424,226.845817
12.973508,79.228759,187.3,77.385258,229.83844
12.97292,79.228044,188,101.376858,225.815158
12.972705,79.227817,188,34.30092,216.406638
12.972631,79.227761,188,10.223867,230.263025
12.971219,79.226018,193,245.605168,235.194643
12.971051,79.22577,192,32.727839,239.497416
12.97102,79.225716,192,6.791168,248.429492
12.970926,79.225472,192,28.430373,262.00652
12.9709,79.225282,192,20.78996,265.423901
12.970833,79.224423,192.6,93.37695,264.109457
12.970685,79.222951,193.5,160.349351,270.515791
12.970689,79.222495,193.3,49.413154,292.316844
12.970711,79.22244,193,6.442212,275.292209
12.970762,79.221875,193,61.484225,276.346934
12.970793,79.221589,192,31.181434,266.2296
12.970772,79.221262,192,35.509844,260.606212
12.970476,79.219426,192,201.649216,245.326185
12.970399,79.219254,192,20.510158,225.129629
12.969653,79.218485,192,117.577152,238.015145
12.96944,79.218135,192,44.713448,254.279563
12.96909,79.216859,192,143.638191,257.049972
12.968943,79.216203,191.7,72.93833,262.785467
12.968849,79.215441,192,83.228174,264.064497
12.968772,79.214681,191,82.796432,236.946133
12.968746,79.21464,191,5.300556,264.029999
12.96857,79.212913,195,188.155963,261.568764
12.968505,79.212463,194,49.294178,260.728067
12.968379,79.211671,193.3,86.956271,264.865826
12.96836,79.211454,192,23.608581,264.29215
12.968345,79.2113,191.7,16.770405,269.135481
12.968338,79.210824,191,51.584667,268.735798
12.968336,79.210731,191,10.079823,269.561736
12.968327,79.209524,190.7,130.79292,273.250987
12.968387,79.20844,191,117.650266,273.212587
12.96844,79.207471,193,105.164917,271.425558
12.968461,79.206605,195,93.867739,268.722061
12.968459,79.206513,195,9.971486,269.246317
12.968452,79.205967,195,59.169004,269.074197
12.968448,79.205713,195,27.52672,267.95137
12.968372,79.203533,195,236.373261,263.095812
12.968313,79.203033,194.7,54.575161,253.90134
12.968142,79.202425,194.7,68.571186,255.771412
12.96795,79.201648,194.2,86.859534,260.306782
12.967818,79.200855,194.2,87.173256,267.269123
12.967734,79.199048,195,196.027472,269.901051
12.967731,79.197269,195,192.771088,269.365877
12.967721,79.196342,196.6,100.455022,266.252576
12.967658,79.195355,198,107.179606,275.06785
12.967686,79.195031,199,35.246132,278.364614
12.967878,79.193691,201,146.762283,277.856212
12.968029,79.192568,202,122.840049,277.770497
12.968227,79.191079,200,162.841624,276.940895
12.968483,79.188921,201.5,235.564556,273.441833
12.968531,79.188102,201.5,88.906163,271.381625
12.968569,79.186485,201,175.266994,271.346242
12.968575,79.186223,201,28.397821,268.438282
12.968553,79.185395,201,89.75436,271.131927
12.96859,79.183473,197.5,208.306078,263.879009
12.968386,79.181521,197.5,212.729144,271.149454
12.968425,79.179526,195,216.219268,268.808423
12.968416,79.179082,198,48.121705,264.701325
12.968385,79.178739,198,37.326569,255.295563
12.967995,79.177214,198.9,170.842847,257.469291
12.967854,79.176563,199.4,72.263041,261.527528
12.967818,79.176315,200,27.16955,263.243063
12.967759,79.175804,199.8,55.758771,258.968548
12.967668,79.175325,199.8,52.881134,255.3245
12.967154,79.173311,203,225.595478,255.941694
12.96696,79.172516,203.3,88.805546,258.202518
12.966868,79.172064,204,50.035402,260.930679
12.966784,79.171524,204,59.254909,252.823125
12.96649,79.170548,204,110.696305,250.519126
12.965774,79.168471,201.1,238.730195,253.580176
12.965662,79.168081,201,44.057211,272.910823
12.965695,79.167415,203,72.260969,274.002252
12.965719,79.167063,203,38.23595,278.3602
12.965777,79.166658,203,44.357129,278.300271
12.965836,79.166243,206,45.445396,278.105687
12.965914,79.165681,205,61.51278,278.077273
12.965927,79.165587,205,10.287889,278.067499
12.966098,79.164349,202,135.490309,280.073309
12.966183,79.163858,200,54.037641,280.248903
12.966485,79.162144,200,188.739904,282.433265
12.966621,79.161511,201.5,70.238884,286.092357
12.966919,79.160451,202,119.545242,284.543707
12.967391,79.158584,208,209.003922,284.362277
12.967782,79.157017,208,175.276616,287.041381
12.968035,79.15617,210.1,95.994839,297.161734
12.968062,79.156116,211,6.576645,282.280202
12.968104,79.155918,209.8,21.957471,272.846794
12.968115,79.155691,209,24.627866,243.593999
12.968085,79.155629,208.2,7.500853,267.595138
12.968055,79.154896,207.8,79.497116,271.082031
12.968061,79.15457,207,35.331313,269.746922
12.968056,79.153409,206,125.805953,267.510333
12.968021,79.152583,206.6,89.58906,264.311917
12.967892,79.151254,207,144.721702,265.886625
12.967784,79.149713,206.8,167.412548,272.062127
12.967792,79.149485,207.2,24.721874,275.217341
12.967813,79.149249,207.7,25.679125,281.435188
12.967854,79.149041,208.1,22.99514,288.059163
12.968085,79.148314,208,82.858818,288.41111
12.968242,79.14783,208,55.274946,288.685435
12.968388,79.147387,212,50.673876,290.716873
12.968674,79.146611,210,89.899219,284.062349
12.968736,79.146357,210,28.373391,282.258558
12.968819,79.145965,210,43.467661,276.651329
12.968879,79.145437,209.7,57.601019,272.242114
12.968898,79.144939,209,54.003912,272.160591
12.968903,79.144803,209,14.747249,270.000009
12.968903,79.144727,209,8.235251,266.409655
12.968855,79.143942,208,85.228771,266.194796
12.968848,79.143834,208,11.728584,266.079604
12.96881,79.143265,208,61.800661,265.812186
12.96874,79.142284,208,106.584402,267.409437
12.968715,79.141717,208,61.502208,268.350939
12.968701,79.141218,209,54.093373,261.641413
12.968638,79.140778,210.6,48.189708,252.637506
12.968599,79.14065,210.5,14.532054,239.543124
12.968446,79.140383,211,33.563137,230.213285
12.967813,79.139603,210.8,109.990295,228.997276
12.967253,79.138942,210.4,94.908625,226.15155
12.966711,79.138363,210.5,86.997179,241.961697
12.96667,79.138284,211,9.698706,227.910165
12.966185,79.137733,210,80.456332,238.165004
12.966113,79.137614,210,15.178036,237.880601
12.966061,79.137529,209,10.875106,249.408855
12.965994,79.137346,207,21.183159,268.492801
12.965991,79.137229,207,12.682489,0
12.966181,79.137229,207,21.127036,0.216693
12.966954,79.137232,209,85.954293,2.431416
12.967872,79.137272,212,102.168924,2.299965
12.968333,79.137291,212,51.302189,2.559505
12.968551,79.137301,212,24.264701,37.33084
12.968597,79.137337,212,6.43273,356.304303
12.968944,79.137314,212,38.665045,356.474705
12.969118,79.137303,212,19.384598,354.31706
12.97044,79.137168,215,147.725754,356.978469
12.97068,79.137155,215,26.723934,326.569812
12.970773,79.137092,216.5,12.391149,351.403529
12.971192,79.137027,218,47.120041,338.837419
12.971265,79.136998,218,8.704246,327.137343
12.971443,79.13688,218,23.563476,336.892253
12.971612,79.136806,218,20.431168,343.957322
12.971795,79.136752,218,21.17324,1.203133
12.972027,79.136757,218,25.802912,8.770084
12.972905,79.136896,216,98.784121,356.338643
12.973438,79.136861,220,59.388112,272.201067
12.973448,79.136594,219.3,28.95257,276.876126
12.973499,79.13616,219,47.367449,275.88885
12.973578,79.135374,217,85.620068,283.382382
12.973779,79.134507,216,96.567115,284.548544
12.97391,79.133989,215.8,57.987984,286.289692
12.974252,79.132788,215,135.578538,280.216707
12.97435,79.13223,213,61.436905,279.513348
12.974439,79.131685,213.3,59.877594,277.545792
12.974609,79.130368,214.1,143.951548,271.035506
12.974618,79.129857,215,55.379,265.811528
12.974537,79.128722,215,123.313535,265.804955
12.974435,79.127295,215,155.039618,265.80778
12.974399,79.126791,215,54.758021,265.814787
12.974313,79.125585,214,131.026994,265.885838
12.974298,79.125371,214.3,23.248139,274.690527
12.974365,79.124533,215,91.107613,274.742474
12.974438,79.12363,214.3,98.181747,281.083079
12.974572,79.122928,214,77.511613,281.169839
12.974709,79.122216,215,78.63914,281.062911
12.97489,79.121266,219,104.887273,280.490819
12.975069,79.120274,221,109.316356,280.348595
12.975261,79.119195,219,118.849222,280.339155
12.975341,79.118745,221,49.564898,280.343418
12.975447,79.118149,221,65.646817,280.2996
12.975464,79.118053,221,10.572511,278.074273
12.97584,79.115333,224,297.678018,274.461761
12.975873,79.114899,223,47.169248,274.477424
12.975892,79.11465,223.7,27.063117,268.152513
12.975803,79.111819,220,306.914134,268.062391
12.975797,79.111637,223,19.731995,268.156887
12.975779,79.111063,223,62.228293,268.007693
12.975775,79.110945,223,12.793691,268.134112
12.975767,79.110693,224,27.320091,268.202548
12.975757,79.110366,224,35.449718,268.050891
12.975744,79.109974,226,42.499979,268.142992
12.975724,79.109341,226,68.625133,268.007706
12.975716,79.109105,225,25.587389,272.625533
12.975745,79.108456,225,70.396675,272.573357
12.975757,79.108182,223,29.7194,272.60549
12.975786,79.107528,223,70.937877,272.574739
12.975814,79.106889,224.3,69.30917,274.367034
12.975903,79.105693,226,129.97054,273.336586
12.976024,79.103563,228,231.18904,269.952022
12.976023,79.102341,227.6,132.410426,267.51727
12.975984,79.101418,229,100.106078,267.810639
12.975965,79.100908,229,55.301669,267.490353
12.975826,79.097654,228,352.927471,266.048821
12.975798,79.097238,229,45.18331,266.275614
12.975781,79.09697,229,29.100752,266.031772
12.975752,79.096541,233,46.596256,266.23789
12.975719,79.096026,232.7,55.923644,272.981342
12.975763,79.095159,232.7,94.071611,263.193719
12.975584,79.09362,233,167.94293,264.236206
12.975578,79.093559,233,6.643281,265.248576
12.975552,79.093238,235,34.902114,264.514512
12.97532,79.090759,233,269.849752,273.926787
12.97534,79.09046,233,32.474612,274.076262
12.975355,79.090244,233,23.4642,274.041978
12.975399,79.089605,236,69.411967,272.016736
12.975406,79.089401,236,22.11827,269.156566
12.975396,79.088704,235,75.532134,274.687677
12.975462,79.087878,234,89.802206,274.758464
12.975526,79.087089,237,85.788324,274.827509
12.975579,79.086445,241,70.029469,280.081674
12.975785,79.085256,240,130.85528,287.216172
12.975878,79.084948,239.9,34.938947,293.699334
12.976026,79.084602,239.7,40.943902,299.098295
12.976564,79.08361,239.2,123.014448,297.652363
12.976878,79.082995,239,75.231319,296.06567
12.977072,79.082588,239,49.093766,294.347817
12.977255,79.082173,239.4,49.357143,286.513043
12.977307,79.081993,239.5,20.342926,270.000026
12.977307,79.081759,239.6,25.355048,264.492478
12.977265,79.081312,239.7,48.659282,259.508829
12.977169,79.08078,239.6,58.624876,257.261829
12.976789,79.079055,239.5,191.629002,250.655397
12.976503,79.078219,240,96.00512,249.981648
12.976383,79.077881,240,38.979094,256.691787
12.976049,79.076432,239.3,161.339688,252.437868
12.975818,79.075683,238.8,85.126009,243.022109
12.97563,79.075304,239,46.081275,234.780909
12.975306,79.074833,239,62.47065,231.56045
12.974531,79.073831,239.7,138.615789,246.864057
12.974414,79.07355,240.1,33.111031,250.626043
12.974206,79.072943,240.2,69.72026,239.452046
12.974072,79.07271,239.9,29.315957,232.07726
12.973599,79.072087,240.1,85.576409,240.414435
12.973412,79.071749,240,42.11559,235.339749
12.973317,79.071608,238.7,18.574549,250.480434
12.97326,79.071443,238,18.96905,245.331879
12.973132,79.071157,238,34.102169,249.162887
12.972974,79.070731,238,49.390347,259.531525
12.972844,79.070009,239.3,79.557885,270.000064
12.972844,79.06944,239.6,61.655048,275.841047
12.972876,79.069119,242,34.964076,275.745052
12.972896,79.068915,242,22.216382,275.859153
12.972909,79.068785,241.6,14.160363,260.528335
12.972856,79.068459,241.5,35.812561,251.53089
12.972787,79.068247,241.4,24.219071,241.544593
12.972571,79.067838,241,50.407865,243.593594
12.972526,79.067745,241,11.251119,248.078806
12.972446,79.067541,241,23.827612,245.840894
12.972234,79.067056,240.3,57.598075,242.83797
12.971903,79.066394,240,80.623768,242.837923
12.97186,79.066308,240,10.473789,242.575628
12.971681,79.065954,240,43.215029,238.653992
12.971478,79.065612,240,43.391629,234.01201
12.971156,79.065157,240,60.932213,229.415347
12.970772,79.064697,240,65.632834,229.645844
12.970435,79.06429,240,57.8719,229.089321
12.970397,79.064245,240,6.452168,226.890921
12.969358,79.063106,238.3,169.056239,225.581499
12.968765,79.062485,238.1,94.212135,230.684817
12.96852,79.062178,238.1,42.9977,242.062822
12.968366,79.06188,238,36.550446,248.335668
12.96821,79.061477,238,46.987716,254.423502
12.968141,79.061223,238,28.572551,257.914787
12.968059,79.06083,238.6,43.550253,261.173857
12.968013,79.060526,238.5,33.33587,265.796364
12.967987,79.060163,238.4,39.440406,272.606142
12.96802,79.059419,238,80.702531,273.763527
12.96803,79.059263,238,16.940529,275.581843
12.968042,79.059137,237,13.718275,275.448539
12.9681,79.058513,238.4,67.922848,268.566308
12.968091,79.058144,238.6,39.996963,262.406046
12.968058,79.05789,238.3,27.766698,257.009837
12.967797,79.056729,238,129.108925,256.03493
12.967623,79.056011,237,80.171478,248.10182
12.96733,79.055263,236,87.355593,242.838425
12.967014,79.054631,236,76.971323,241.498337
12.966778,79.054185,235.5,54.993348,253.088249
12.966498,79.05324,236,107.028392,255.582081
12.966381,79.052773,236,52.249546,260.848553
12.966024,79.050499,237.4,249.58713,259.635925
12.965803,79.049259,239.1,136.594917,258.826455
12.965444,79.047394,239.5,205.996252,260.723684
12.965306,79.046527,239,95.193131,261.033312
12.965155,79.045545,240.8,107.726225,263.351229
12.965023,79.044383,241,126.767183,261.494664
12.964835,79.043093,240,141.339274,263.680437
12.964707,79.041907,240,129.301136,266.903843
12.964673,79.041262,240.5,69.994636,262.663256
12.964508,79.039947,242,143.670298,262.27104
12.963928,79.035562,241,479.518074,261.053205
12.963733,79.034291,241,139.422935,256.95428
12.963376,79.03271,241,175.85754,254.413844
12.962707,79.030249,242,276.857824,252.889424
12.962347,79.029049,241,136.055707,253.410512
12.96223,79.028646,241.5,45.566376,258.567988
12.962136,79.028169,241.3,52.734667,260.786759
12.962041,79.027568,241.2,65.976438,263.616036
12.962006,79.027247,240,35.001103,263.948177
12.96181,79.02535,237,206.714091,265.11241
12.961804,79.025278,237,7.830513,267.97353
12.961786,79.024756,239.3,56.600188,271.229835
12.961791,79.024517,239.1,25.904405,278.123254
12.961828,79.024251,238.9,29.116341,282.561566
12.962018,79.023376,239,97.141662,283.98323
12.96244,79.021637,239,194.195126,283.75209
12.962637,79.020811,241,92.148001,283.759676
12.962721,79.020459,241,39.270141,283.275593
12.962784,79.020185,241,30.506201,275.88056
12.962811,79.019916,241.8,29.303373,268.304582
12.962793,79.019292,242.1,67.64702,262.871851
12.96272,79.018693,246,65.413973,248.462193
12.962685,79.018602,246.7,10.601092,262.93044
12.962623,79.018089,248,56.015206,265.235653
12.962546,79.017141,246,103.082724,268.254206
12.96254,79.016939,246,21.899155,267.318954
12.962517,79.016435,245,54.673966,269.903208
12.962516,79.015828,243,65.775433,269.387596
12.962515,79.015732,243,10.403284,270.270364
12.962517,79.015297,243,47.137711,294.516145
12.962553,79.015216,243,9.646999,265.554854
12.962548,79.01515,243,7.173426,270.000039
12.962548,79.014805,241,37.384661,272.961952
12.962632,79.013139,243.2,180.771421,268.2628
12.962626,79.012936,243.2,22.007459,255.120358
12.962568,79.012712,243.6,25.115113,245.60978
12.962473,79.012497,243.1,25.580662,236.586588
12.961571,79.011094,244,182.13501,236.547168
12.960846,79.009968,243,146.242191,236.529064
12.960404,79.009282,246,89.114809,235.999759
12.959817,79.008389,246,116.723308,235.863392
12.959632,79.008109,247,36.657554,239.289726
12.959232,79.007418,247.7,87.092466,242.305445
12.958655,79.00629,249,138.048655,238.156385
12.958632,79.006252,249,4.847366,243.022842
12.958065,79.005109,246.7,138.982249,245.700972
12.957944,79.004834,246,32.696492,244.880163
12.957297,79.003418,244,169.471149,246.13423
12.956774,79.002205,243.3,143.735316,248.188059
12.956469,79.001423,242.8,91.275167,244.114627
12.956085,79.000611,242.3,97.804484,255.547409
12.955818,78.999548,242.1,118.955625,256.486231
12.955703,78.999057,242.5,54.721921,261.837402
12.955677,78.998871,242.5,20.36205,272.149951
12.955683,78.998707,242.7,17.784268,284.267893
12.95574,78.998477,242.8,25.717057,295.029198
12.955907,78.99811,243.4,43.891412,301.961781
12.956526,78.997092,244.3,130.026316,299.184431
12.956698,78.996776,245.3,39.222044,293.928331
12.956826,78.99648,245.7,35.091701,286.284991
12.956906,78.996199,245.8,31.72299,279.957096
12.956977,78.995784,249,45.658694,278.500578
12.957245,78.993944,248,201.603848,275.185193
12.957271,78.99365,248,31.989817,276.980327
12.957292,78.993474,247.5,19.214416,272.119463
12.957303,78.993169,246.7,33.073529,265.280289
12.957275,78.992821,246.6,37.83885,260.067505
12.957111,78.99186,244,105.722116,256.990211
12.957077,78.991709,244,16.793996,257.039477
12.956763,78.990309,248,155.675248,254.95736
12.956741,78.990225,248,9.42555,254.719888
12.956532,78.98944,246,88.183067,252.461138
12.956301,78.98869,247,85.235398,252.317979
12.956205,78.988381,247,35.14486,251.042923
12.956126,78.988145,248,27.040555,251.023454
12.955813,78.987211,250,107.029065,256.553258
12.955765,78.987005,250,22.952245,256.902205
12.955726,78.986833,250,19.136502,252.254468
12.955571,78.986336,250.7,56.547654,250.219607
12.955353,78.985714,251,71.629053,252.417855
12.954929,78.984341,247.6,156.075769,264.670695
12.954912,78.984154,247,20.352167,264.295796
12.954901,78.984041,247,12.306143,277.423875
12.954925,78.983852,247,20.654054,277.155258
12.954948,78.983664,247,20.532454,281.432654
12.955029,78.983253,250,45.439447,282.169565
12.95512,78.98282,250,48.000525,282.96645
12.955166,78.982615,250,22.795993,289.167003
12.955333,78.982122,249,56.559,289.129498
12.955381,78.98198,248.8,16.287122,294.621345
12.955632,78.981418,248.8,66.991571,281.152139
12.95571,78.981012,248.7,44.842672,276.088056
12.955739,78.980733,248,30.405122,274.041322
12.95576,78.980428,248,33.133495,262.415084
12.955743,78.980297,248,14.321027,262.089301
12.9556,78.979241,250,115.532193,267.637764
12.955545,78.977873,252,148.368557,260.90771
12.95546,78.977328,252,59.810118,253.224671
12.955002,78.975769,250.5,176.449448,262.342165
12.954945,78.975334,250.5,47.562807,284.939699
12.955334,78.973838,251,167.784767,286.005681
12.955483,78.973305,251.7,60.087563,282.609395
12.955638,78.972594,251.3,78.951275,276.802279
12.955862,78.970667,254,210.298232,277.077394
12.956111,78.968609,258,224.725661,274.341423
12.956497,78.963391,259,567.070302,271.522727
12.956553,78.961229,258,234.365611,271.568869
12.956568,78.960667,258,60.923371,269.223757
12.956537,78.95832,261,254.353536,269.235771
12.956507,78.956013,260,250.017906,258.376486
12.956162,78.954292,264,190.399226,258.368076
12.955002,78.94851,266,639.701743,267.684348
12.954994,78.948307,264,22.015997,268.210088
12.954958,78.947125,264,128.14953,268.057213
12.954954,78.947004,264,13.119663,267.760657
12.954929,78.946348,264,71.14154,271.65117
12.954969,78.944924,266,154.375338,270.244379
12.954982,78.941792,267,339.401101,270.237023
12.954993,78.93906,272,296.054683,270.232034
12.954997,78.938046,272,109.882627,270.238162
12.955002,78.936811,274,133.831461,268.765113
12.954992,78.936335,273,51.593544,274.100816
12.95504,78.935648,276,74.637572,273.649751
12.955063,78.935278,276,40.176384,273.752675
12.955289,78.931742,275,384.000198,281.585826
12.95567,78.929835,276,210.948865,281.571373
12.955842,78.928973,275.3,95.347876,278.562173
12.955907,78.92853,275,48.546407,278.399489
12.955986,78.927981,274,60.136992,278.577496
12.956052,78.927532,274,49.205875,275.253855
12.956096,78.927041,272,53.431271,276.483164
12.956163,78.926436,272,65.98224,276.563071
12.9562,78.926106,272,35.996047,276.484045
12.956235,78.92579,274,34.463501,276.441837
12.956269,78.925481,274,33.697253,276.662262
12.956376,78.924541,274,102.554703,276.580764
12.956414,78.924203,274,36.869959,276.677126
12.956512,78.923344,274,93.720335,275.378872
12.956571,78.922701,274,69.986188,269.707953
12.956551,78.918681,275,435.628718,270.730887
12.956577,78.916589,279,226.715795,270.758183
12.956595,78.915193,274,151.289286,270.45135
12.956624,78.911412,277,409.736669,270.646056
12.956625,78.911321,277.3,9.861743,263.416054
12.956543,78.910592,278,79.52177,259.050589
12.956441,78.910051,278,59.71196,259.075773
12.956362,78.909631,281,46.352867,259.046317
12.955951,78.907452,282,240.507383,263.75482
12.955781,78.905858,283.5,173.763865,259.162895
12.95557,78.904727,283.8,124.785568,260.50693
12.95546,78.904052,285,74.161585,260.635539
12.955424,78.903828,285,24.601491,260.489629
12.955336,78.903289,289,59.222422,260.516738
12.955301,78.903074,289,23.621177,257.762056
12.955067,78.901967,288.3,122.748983,255.993277
12.954829,78.900988,285,109.340006,256.340349
12.95482,78.90095,285,4.23772,255.894045
12.954712,78.900509,286,49.274646,256.073796
12.954589,78.9,286,56.828057,255.991077
12.95307,78.893753,286,697.710297,255.980005
12.952942,78.893227,284,58.750361,255.572147
12.952856,78.892884,284,38.379801,254.144887
12.952639,78.8921,286,88.318695,254.122686
12.95256,78.891815,286,32.109194,257.375175
12.952443,78.891279,288,59.523175,256.453232
12.952184,78.890176,288,122.948059,266.225367
12.952059,78.888232,285,211.121291,267.312181
12.952052,78.888079,285,16.598243,269.255854
12.952051,78.888,285,8.561628,266.228735
12.951922,78.885992,283,218.071061,263.93439
12.951858,78.885374,282,67.34722,262.81525
12.951765,78.884617,282.7,82.682302,254.520398
12.951687,78.884328,283,32.496588,254.563173
12.951599,78.884001,282.3,36.761918,245.922454
12.951518,78.883815,282,22.076923,245.722995
12.951438,78.883633,282,21.635945,245.765462
12.951277,78.883266,284,43.613986,245.841813
12.950905,78.882415,288,101.071772,245.80779
12.949676,78.879608,280,333.472972,245.776889
12.949505,78.879218,280,46.343458,237.544685
12.949192,78.878713,279,64.855114,241.029577
12.948851,78.878081,279,78.283792,241.368389
12.948768,78.877925,279,19.260502,241.353776
12.948694,78.877786,279,17.163997,241.272917
12.948608,78.877625,279,19.895965,245.690019
12.948317,78.876964,280,78.6003,239.04789
12.948189,78.876745,280,27.673239,239.062962
12.948005,78.87643,279,39.797727,237.327886
12.94722,78.875174,280,161.694557,238.06067
12.94648,78.873956,280,155.540018,238.446129
12.946401,78.873824,280,16.786538,240.012229
12.946054,78.873207,280,77.197659,236.943642
12.945173,78.871818,277,179.59457,236.922354
12.9451,78.871703,277,14.872843,235.796284
12.944996,78.871546,277,20.571972,236.170373
12.944593,78.870929,277,80.491186,235.824394
12.944102,78.870187,278,97.193448,236.501865
12.943953,78.869956,280,30.019455,234.202586
12.943804,78.869744,280,28.325248,234.168829
12.943671,78.869555,280,25.262978,233.762087
12.943256,78.868974,279,78.062492,238.88617
12.942776,78.868158,276,103.28874,216.741289
12.942541,78.867978,276,32.608687,215.826367
12.942487,78.867938,277,7.40573,214.705851
12.941509,78.867243,279,132.283665,210.427509
12.941207,78.867061,279,38.944689,272.289287
12.941216,78.86683,279.5,25.053608,279.868948
12.941265,78.866541,279.6,31.789511,288.482088
12.941308,78.866409,280,15.082847,288.549578
12.941654,78.865351,280,120.938834,288.507683
12.9417,78.86521,280.7,16.113605,258.770969
12.941593,78.864657,281,61.098491,266.275074
12.941543,78.863869,280.7,85.576717,260.433813
12.941407,78.863041,279.9,90.996167,273.015649
12.941451,78.862184,280,93.002318,267.544978
12.941422,78.86149,281,75.278238,280.34939
12.941519,78.860945,281.3,60.03871,288.274657
12.941603,78.860684,282,29.787016,288.307595
12.94186,78.859887,283,90.976012,292.52994
12.942445,78.85844,282,169.76832,289.167802
12.942528,78.858195,282,28.108994,297.380536
12.942581,78.85809,282,12.814432,311.407914
12.94274,78.857905,282,26.730552,312.622998
12.942827,78.857808,282,14.285838,303.232861
12.942986,78.857559,282,32.260251,294.43299
12.943133,78.857227,282,39.517754,299.044676
12.943284,78.856948,282,34.584441,285.937103
12.943343,78.856736,281.8,23.892722,275.977168
12.943358,78.856589,282,16.017423,272.583754
12.943404,78.855543,282,113.470022,274.557269
12.943475,78.854629,281,99.363992,276.205544
12.943562,78.853808,282,89.495837,277.098141
12.943587,78.853602,282,22.496549,281.43147
12.943802,78.852511,280.5,120.623997,281.64326
12.944195,78.850554,280.5,216.534353,283.506072
12.944309,78.850067,279.8,54.276851,293.375819
