Latitude,Longitude,Altitude (m),Resolution (m),Bearing (degrees)
12.944531,78.84954,279.8,62.217209,303.060175
12.945192,78.848498,282.2,134.734083,305.681938
12.945635,78.847865,282.6,84.45172,293.816682
12.945826,78.847421,282.2,52.594498,275.444986
12.945877,78.846872,281.7,59.764024,263.261529
12.94582,78.846377,281.5,54.015598,255.199815
12.945717,78.845977,281.8,44.834972,243.640139
12.945165,78.844834,282.4,138.239359,234.291896
12.944896,78.84445,282.3,51.248339,227.633084
12.944712,78.844243,282.4,30.361463,245.810232
12.944617,78.844026,283,25.779736,246.476285
12.944589,78.84396,283,7.800636,264.119927
12.944562,78.843691,283,29.305495,272.651137
12.944587,78.843137,283,60.100835,276.64583
12.944618,78.842864,283,29.784913,276.666305
12.944695,78.842188,287,73.756172,276.726427
12.944745,78.841753,287,47.46728,276.784389
12.944809,78.841201,287,60.241544,276.620833
12.944834,78.84098,287,24.110352,276.684178
12.944924,78.840192,286,85.979189,276.736469
12.945055,78.839054,289,124.181183,276.69375
12.94509,78.838748,289,33.38849,276.883184
12.94512,78.838493,289,27.834691,276.44809
12.945158,78.838148,290,37.625288,276.739855
12.945221,78.837601,290,59.690278,276.883176
12.945239,78.837448,290,16.700806,282.68635
12.945282,78.837252,290,21.771811,282.865494
12.945349,78.836951,290.7,33.458986,292.009239
12.945505,78.836555,292,46.287283,292.097297
12.94556,78.836416,292,16.257419,299.514777
12.94564,78.836271,292,18.056702,299.92499
12.945686,78.836189,292,10.253195,299.707259
12.946058,78.83552,289,83.468964,301.473788
12.946234,78.835225,289,37.483258,301.508758
12.94693,78.83406,289,148.082046,303.129614
12.947975,78.832417,289,212.610896,303.242826
12.948143,78.832154,289,34.077259,303.160476
12.94842,78.831719,291.3,56.310475,297.232383
12.948581,78.831398,290.6,39.122342,282.701403
12.948695,78.830879,291.2,57.653491,276.016421
12.94882,78.829662,291.4,132.613463,278.641447
12.948961,78.82871,291.5,104.350208,282.769466
12.949088,78.828135,292,63.891342,282.766381
12.949436,78.826559,295,175.115452,274.722579
12.949531,78.825379,295,128.308664,262.849054
12.949419,78.824463,298,100.042381,264.272716
12.94938,78.824064,298.7,43.455381,260.420063
12.949292,78.823529,298.7,58.796352,255.493153
12.948914,78.82203,299,167.79213,258.21178
12.948854,78.821735,299,32.657109,258.174524
12.948713,78.821044,300.3,76.505568,256.134226
12.948509,78.820196,301.1,94.653822,261.400605
12.948388,78.819375,302,89.981287,264.351289
12.948281,78.818265,304,120.874931,266.797731
12.948225,78.817238,302,111.467542,268.538953
12.948203,78.816353,303,95.936495,268.534665
12.948194,78.815992,303,39.133494,268.644888
12.948186,78.815645,303.8,37.614071,271.28808
12.948197,78.815143,303.8,54.414275,264.225309
12.948108,78.81424,304,98.355086,264.315191
12.948082,78.813972,305.2,29.186066,254.366244
12.947782,78.812872,307.2,123.784055,264.843154
12.947671,78.81161,310,137.315976,265.012425
12.947326,78.807554,312,441.21105,265.944395
12.947105,78.804356,318.5,347.431045,264.346921
12.947064,78.803931,321,46.281517,265.955866
12.947025,78.803365,320.7,61.489446,270.031367
12.947026,78.801478,320,204.490613,269.61148
12.947013,78.799512,321,213.056571,269.81306
12.947009,78.798255,320,136.219421,264.589448
12.946919,78.79728,322.4,106.131789,261.229802
12.94675,78.796156,322,123.246891,262.377041
12.946702,78.795788,324,40.235087,262.399133
12.946628,78.795219,324.3,62.20813,259.844566
12.946536,78.794692,326,58.019077,262.18594
12.946385,78.793563,326,123.494595,263.060089
12.946073,78.790933,331,287.112717,263.073983
12.945979,78.790139,334.8,86.677134,259.459717
12.945876,78.789571,334.4,62.609802,270.180134
12.945878,78.788918,335,70.765037,264.380713
12.94585,78.788626,335,31.796429,264.268016
12.945832,78.788442,333,20.040024,264.373689
12.945767,78.787765,333,73.720717,264.36535
12.945762,78.787713,333,5.662529,264.298179
12.945715,78.78723,336,52.602316,264.600818
12.945355,78.783322,333,425.392664,263.096467
12.94514,78.7815,342,198.890118,260.47118
12.945069,78.781066,342,47.690126,260.533798
12.944965,78.780426,339,70.313625,261.468575
12.944628,78.778121,340,252.585798,261.685027
12.944482,78.777096,344,112.258482,261.566918
12.944129,78.774653,347.2,267.640089,265.458096
12.944117,78.774498,347,16.850165,265.561302
12.944039,78.773467,348,112.064953,265.239463
12.943986,78.772814,347,71.010192,265.273156
12.943964,78.772541,347,29.685816,265.936831
12.943928,78.772021,347,56.494102,266.996486
12.943919,78.771845,347,19.099257,266.810287
12.943902,78.771532,345,33.972268,267.643285
12.943845,78.770111,346,154.123379,270.0001
12.943845,78.76922,345.8,96.557199,251.856153
12.943723,78.768838,345.9,43.563222,242.840577
12.943604,78.7686,345.8,28.988202,228.728246
12.94141,78.766035,356,369.843432,228.698588
12.941273,78.765875,354.8,23.080657,236.834289
12.940966,78.765393,354.4,62.400187,243.726752
12.940724,78.76489,355.1,60.790609,251.851952
12.939073,78.759722,361.5,589.383088,256.06471
12.938888,78.758957,363,85.418296,255.973444
12.938776,78.758497,362.5,51.383033,258.389714
12.938611,78.757673,362.4,91.163605,261.352119
12.938544,78.757221,360,49.547343,261.468878
12.938469,78.756708,360,56.216751,261.410825
12.93844,78.756511,361,21.591405,262.147695
12.938299,78.755462,361.2,114.75813,264.257835
12.938048,78.752901,366,278.940332,264.033988
12.938026,78.752685,366,23.535829,264.40736
12.938003,78.752444,366,26.242571,264.195116
12.937949,78.751899,366,59.367188,266.456203
12.937912,78.751286,368,66.559339,253.527016
12.937829,78.750998,369.7,32.547104,246.778019
12.937364,78.749886,369.7,131.133911,245.955023
12.93678,78.748543,372.3,159.373847,262.954502
12.936727,78.748103,372.1,48.046726,278.322442
12.936798,78.747605,374.1,54.543915,279.819453
12.937021,78.746283,380,145.398441,284.424022
12.937114,78.745912,382,41.514754,294.593037
12.937358,78.745365,383.6,65.193567,301.80359
12.937856,78.744541,384.5,105.07451,295.966948
12.937959,78.744324,385,26.157405,292.668102
12.938086,78.744012,384,36.642594,288.572117
12.938179,78.743728,384,32.468473,283.7487
12.938303,78.743208,384.3,58.015674,285.68426
12.938543,78.742331,383.1,98.717697,287.116291
12.938772,78.741568,383.1,86.519596,293.395768
12.939722,78.739315,377,266.032605,294.164425
12.941259,78.7358,374.7,417.506911,290.688509
12.941517,78.735099,374.9,81.204167,293.985771
12.941713,78.734647,374.9,53.613102,286.1802
12.941892,78.734014,376,71.427659,279.300829
12.942039,78.733093,376,101.138637,274.054418
12.942102,78.732181,374,99.081616,274.075728
12.942122,78.731893,374,31.289756,274.074982
12.942409,78.727759,377,449.137436,274.242097
12.942433,78.727427,376,36.077707,274.322294
12.942466,78.726979,376,48.688267,277.92062
12.942506,78.726684,376,32.277091,271.616367
12.942528,78.725884,373.1,86.730545,267.489284
12.942513,78.725533,369,38.074437,268.806087
12.9425,78.724893,368.7,69.371896,275.463777
12.942533,78.724539,370,38.538089,283.681411
12.942626,78.724147,369,43.721601,289.538796
12.942672,78.724014,369,15.293903,290.05096
12.942778,78.723716,369,34.377956,289.90744
12.942802,78.723648,369,7.837493,290.602171
12.943046,78.722982,368,77.105488,291.772273
12.943162,78.722684,368,34.774839,291.983914
12.943186,78.722623,368,7.128905,288.79237
12.943316,78.722231,367,44.873005,280.014058
12.943353,78.722016,368.5,23.659939,272.936918
12.943361,78.721856,369,17.361953,256.080152
12.943311,78.721649,369.6,23.111231,251.602107
12.943146,78.72114,370,58.131452,251.118253
12.942796,78.72009,375,120.259783,247.547448
12.94262,78.719653,375,51.242036,243.285234
12.942388,78.71918,375,57.38454,236.523595
12.942107,78.718744,375,56.646302,225.751328
12.941957,78.718586,375,23.903495,225.468373
12.941096,78.717688,372,136.515428,225.771083
12.940652,78.71722,372,70.779358,226.061926
12.940436,78.71699,372,34.614164,227.210134
12.940187,78.716714,372,40.758209,227.606855
12.939832,78.716315,373,58.548418,227.672458
12.939587,78.716039,373,40.457435,219.04333
12.939444,78.71592,373,20.473142,218.257465
12.939004,78.715564,372,62.307032,219.098728
12.938655,78.715273,372,50.005143,213.365728
12.938618,78.715248,372,4.926156,212.608874
12.938423,78.71512,372,25.740511,212.739929
12.938279,78.715025,372,19.036284,212.709217
12.936769,78.71403,370,199.547621,215.080303
12.936701,78.713981,370,9.239664,214.802286
12.936443,78.713797,368,34.937718,228.167268
12.93619,78.713507,368,42.18,234.845402
12.936039,78.713287,366,29.160945,242.500149
12.935901,78.713015,366,33.232283,250.978447
12.935775,78.71264,366,42.987135,251.118684
12.93566,78.712295,365,39.514958,251.225407
12.935551,78.711966,365,37.658471,251.053597
12.935191,78.71089,365.3,123.289065,253.638947
12.934896,78.709859,365,116.448435,253.694284
12.934829,78.709624,366,26.535059,256.753532
12.934631,78.708761,368,96.082746,259.101334
12.934558,78.708372,368,42.931647,259.658904
12.934497,78.708029,368,37.785896,262.279858
12.934446,78.707643,368,42.214826,262.458425
12.934402,78.707302,368,37.277847,262.377388
12.934384,78.707164,368,15.088891,264.931278
12.934243,78.705533,371,177.451346,267.494129
12.934225,78.705111,371,45.777456,270.091357
12.934226,78.704467,370.3,69.79272,264.168239
12.934094,78.703141,369,144.451139,264.497071
12.934074,78.702928,369,23.19048,257.315077
12.933997,78.702577,369,38.990861,257.387244
12.933792,78.701637,370.7,104.390544,268.741378
12.933769,78.700563,371,116.421603,271.188988
12.933816,78.698239,376,251.915019,268.540326
12.933797,78.697474,376,82.932897,266.293511
12.93368,78.695621,377,201.237743,270.460776
12.933685,78.694983,377,69.144775,279.41801
12.933755,78.69455,376.6,47.567047,286.983194
12.934111,78.693354,377.2,135.525133,284.182755
12.934261,78.692745,379.4,68.074514,282.598935
12.934432,78.69196,381,87.172283,283.280811
12.934481,78.691747,381,23.717878,282.167437
12.935132,78.688649,385,343.455799,285.82466
12.936256,78.68458,405,458.339538,262.136022
12.936242,78.684476,403,11.377769,275.455104
12.936285,78.684014,401.5,50.296004,262.593328
12.936257,78.683793,400.4,24.151902,254.68009
12.936202,78.683587,399.4,23.14732,239.175294
12.93612,78.683446,397.8,17.794194,230.425171
12.936033,78.683338,395.4,15.184708,216.098113
12.935628,78.683035,392,55.734416,221.152898
12.935444,78.68287,390.6,27.172712,236.908843
12.935303,78.682648,389.6,28.716592,247.021837
12.935222,78.682452,388.5,23.071814,256.089801
12.935201,78.682365,388.1,9.713327,278.867068
12.935305,78.681681,383,75.023895,278.167011
12.935392,78.681059,377,68.098741,264.009583
12.935365,78.680795,376.4,28.767603,239.427596
12.935289,78.680663,376.9,16.614954,212.681169
12.93521,78.680611,377.1,10.436641,199.379024
12.935077,78.680563,377.5,15.677125,190.142655
12.933399,78.680255,375,189.547244,192.090335
12.932944,78.680155,374.6,51.741387,211.29707
12.932843,78.680092,374.1,13.143217,222.917381
12.932756,78.680009,373.5,13.209718,244.391069
12.932692,78.679872,367,16.464687,269.488835
12.932691,78.679757,365.4,12.463543,283.816598
12.932877,78.678981,363,86.604291,270.803662
12.93289,78.67803,363.8,103.074034,272.86532
12.932912,78.677579,364,48.937956,290.64906
12.933049,78.677206,364.7,43.198739,297.158521
12.93328,78.676744,364.7,56.273091,289.440702
12.933323,78.676619,364.9,14.365801,281.918441
12.933359,78.676444,364.7,19.383309,271.588468
12.933367,78.676148,364.7,32.091043,267.308071
12.9333,78.674686,368,158.617901,266.008398
12.933273,78.674289,368,43.129124,265.948523
12.933139,78.672348,357.5,210.881171,250.24633
12.933006,78.671968,357.6,43.757103,234.081418
12.932653,78.671468,358,66.91001,231.963472
12.932332,78.671047,359,57.928651,235.654001
12.931999,78.670547,362,65.630227,243.853643
12.931888,78.670315,361.8,28.009051,258.312694
12.931838,78.670067,360.9,27.44594,290.204877
12.932319,78.668726,378,154.85968,247.071166
12.932225,78.668498,378.6,26.829178,186.387747
12.932077,78.668481,379.3,16.559656,161.291592
12.931959,78.668522,380.2,13.852946,147.075098
12.931372,78.668912,388.5,77.761087,153.912205
12.930528,78.669336,399.1,104.494218,219.639915
12.930468,78.669285,399.9,8.663763,272.41446
12.930471,78.669212,400.9,7.918425,317.854139
12.930611,78.669082,402.1,20.996055,301.880267
12.930748,78.668856,395.1,28.843763,294.401905
12.931562,78.667015,429,219.089284,275.35189
12.931583,78.666785,429,25.035342,217.472675
12.931494,78.666715,429,12.469511,125.817709
12.931411,78.666833,429,15.770753,110.969244
12.931284,78.667173,431.5,39.460864,134.980416
12.930498,78.66798,440.1,123.643227,126.262048
12.930345,78.668194,442.6,28.763165,147.838236
12.930283,78.668234,443,8.143756,213.01429
12.930217,78.66819,443.4,8.752011,249.484453
12.930186,78.668105,443.9,9.835719,306.047701
12.93033,78.667902,441.9,27.210204,315.822159
12.930662,78.667571,434.8,51.474845,293.225261
12.930928,78.666935,440.7,75.004827,287.815792
12.931037,78.666587,439.5,39.614208,275.942505
12.931079,78.666173,439.3,45.109664,241.376269
12.931054,78.666126,440.1,5.80282,194.735004
12.930991,78.666109,441,7.243501,159.297327
12.930942,78.666128,441.9,5.824664,96.483886
12.930906,78.666453,445,35.448647,107.353643
12.930846,78.66665,445.4,22.368048,115.944343
12.930699,78.66696,452.8,37.361632,130.674793
12.930436,78.667274,451.6,44.869322,127.031769
12.930311,78.667444,466.1,23.078756,153.123403
12.929811,78.667704,468.6,62.330219,196.221766
12.929744,78.667684,468.4,7.758963,242.119436
12.929711,78.66762,468.7,7.84687,312.890834
12.929778,78.667546,469.4,10.946255,343.726292
12.929985,78.667484,468,23.978056,322.423327
12.930156,78.667349,465.6,23.991703,305.222955
12.930434,78.666945,452.2,53.596371,285.524594
12.930496,78.666716,457.6,25.75769,268.104378
12.930489,78.666499,470.7,23.530312,257.934402
12.930474,78.666427,470.6,7.979291,213.79572
12.930225,78.666256,471.5,33.317285,258.527753
12.930189,78.666074,474.5,20.126426,277.979902
12.930236,78.66573,477.2,37.645662,288.146846
12.930282,78.665586,479,16.422905,302.537414
12.93055,78.665155,484.2,55.406279,299.405071
12.930628,78.665013,486.5,17.665064,291.008823
12.930695,78.664834,488.3,20.78054,283.417161
12.930788,78.664434,488.9,44.566435,279.661229
12.930825,78.664211,487.8,24.515348,271.99982
12.930838,78.663829,485.8,41.424527,283.135204
12.930901,78.663552,487.1,30.826428,292.67695
12.930991,78.663331,490.1,25.957583,298.790117
12.931149,78.663036,491.6,36.479912,290.9527
12.931227,78.662827,492.4,24.254148,287.631606
12.931411,78.662233,494.5,67.54782,291.485358
12.931561,78.661842,495.1,45.539001,294.008071
12.93192,78.661015,498.4,98.113848,286.828976
12.931971,78.660842,501.5,19.587689,281.478831
12.932009,78.66065,503,21.232614,266.69911
12.93199,78.660312,507.9,36.691496,263.816441
12.931907,78.659526,513.2,85.680981,272.098631
12.93192,78.659162,518.7,39.474851,263.527237
12.931897,78.658954,520,22.686544,295.666286
12.931971,78.658796,521.7,18.997651,310.006782
12.932407,78.658263,523.5,75.412485,296.150204
12.932485,78.6581,523.8,19.679375,270.277318
12.932486,78.657888,523.1,22.975643,256.550528
12.932207,78.656691,520.1,133.382264,253.908934
12.932119,78.656378,515,35.304381,249.949877
12.932066,78.656229,515.8,17.189624,238.589965
12.931894,78.65594,518,36.698024,231.293197
12.931787,78.655803,518.5,19.026357,220.462643
12.93093,78.655053,526.9,125.250091,208.010065
12.930646,78.654898,531.5,35.769172,212.703669
12.93035,78.654703,533.3,39.114227,217.590732
12.929955,78.654391,535.8,55.429862,227.670591
12.929512,78.653892,540.3,73.150995,223.645395
12.929325,78.653709,543.4,28.7351,249.461888
12.929237,78.653468,543.6,27.891375,257.239927
12.929188,78.653246,546.7,24.668666,276.144173
12.929284,78.652331,551.4,99.73677,291.25173
12.929436,78.65193,556.6,46.629626,293.545674
12.929766,78.651153,559.1,91.855549,273.280581
12.929776,78.650974,559.9,19.431072,245.58003
12.929699,78.6508,559.9,20.71009,234.921594
12.929545,78.650575,559.3,29.796592,246.220804
12.929475,78.650412,558.9,19.304036,284.630929
12.929518,78.650243,558.6,18.929314,304.802611
12.930062,78.64944,557.9,105.98348,287.685136
12.930163,78.649115,558.3,36.969161,273.942123
12.930172,78.648981,559.1,14.556746,261.196557
12.930124,78.648663,559.4,34.874235,266.465544
12.930106,78.648364,560.8,32.46601,281.170833
12.930152,78.648125,562,26.401939,285.373403
12.930275,78.647666,565.7,51.590267,276.503847
12.930374,78.646775,574.6,97.187891,259.048459
12.930331,78.646547,576.5,25.167931,253.309165
12.930267,78.646328,577.8,24.778148,226.929609
12.930185,78.646238,579.4,13.351927,219.933836
12.929781,78.645891,581.5,58.585724,257.273165
12.929746,78.645732,584.1,17.665741,265.226166
12.929732,78.64556,583.6,18.705494,276.222507
12.929771,78.645193,584.1,40.009558,278.663166
12.929865,78.64456,583.9,69.393435,294.447856
12.930048,78.644147,580.3,49.16751,299.869277
12.930315,78.64367,580.8,59.613921,294.576218
12.93043,78.643412,581.7,30.746158,289.133043
12.930477,78.643273,582.4,15.944963,279.960462
12.930623,78.64242,583.2,93.85876,284.152528
12.930681,78.642184,582.8,26.377137,303.610761
12.931391,78.641088,583.1,142.622964,286.45557
12.931448,78.64089,583.7,22.374696,275.328848
12.931465,78.640703,584.7,20.354066,263.524807
12.931415,78.640251,587,49.299938,262.421042
12.931235,78.638863,582.7,151.750113,253.834081
12.930994,78.63801,584.3,96.249686,273.669149
12.931,78.637914,584.3,10.425375,287.428725
12.931041,78.63778,584.7,15.221049,308.078946
12.931209,78.63756,585.6,30.289191,319.339802
12.931428,78.637367,586,32.101383,338.617198
12.932003,78.637136,586.3,68.663528,316.66427
12.932097,78.637045,586.5,14.37052,299.364664
12.932165,78.636921,586.6,15.419611,278.479246
12.932182,78.636804,586.4,12.819952,252.946651
12.932124,78.63661,586.2,21.991589,240.782844
12.931852,78.636111,588,61.962026,239.03416
12.931397,78.635333,591.7,98.330253,230.170027
12.931271,78.635178,591.6,21.87401,225.167915
12.931115,78.635017,591.5,24.603729,247.142495
12.931062,78.634888,592,15.17176,270.000013
12.931062,78.634776,591.8,12.138003,285.591306
12.931353,78.633706,591,120.391131,324.858073
12.931443,78.633641,591,12.23822,324.911079
12.932779,78.632678,589.6,181.551655,312.613915
12.933074,78.632349,590.2,48.448855,296.247997
12.933334,78.631808,592.9,65.370862,281.889579
12.933555,78.630731,600.7,119.277663,271.302059
12.933562,78.630415,603.7,34.25501,268.434392
12.933549,78.629927,604.5,52.906235,271.939428
12.933592,78.628624,606.7,141.292164,287.02992
12.933795,78.627944,607.5,77.073744,314.036787
12.934204,78.62751,608,65.425768,321.66391
12.934644,78.627153,610.1,62.374655,316.133008
12.934862,78.626938,611.9,33.622981,288.740355
12.935109,78.626191,614.2,85.48699,291.576446
12.935257,78.625807,616.3,44.751122,264.635665
12.935216,78.625359,618.4,48.764776,260.22728
12.935123,78.624805,618.7,60.922849,282.957207
12.935197,78.624475,618.5,36.697566,317.242239
12.93547,78.624216,617.9,41.344274,334.113219
12.935711,78.624096,617.2,29.786835,351.000477
12.935951,78.624057,616.3,27.019401,355.808332
12.936709,78.624,615.3,84.511814,350.360293
12.93695,78.623958,615.1,27.181778,313.091764
12.937477,78.62338,615,85.776453,323.341504
12.937642,78.623254,615.2,22.870825,337.546902
12.93805,78.623081,615.1,49.088839,302.171777
12.938397,78.622515,615.4,72.46507,321.572185
12.938639,78.622318,615.5,34.349581,326.436365
12.938899,78.622141,615.7,34.695366,329.357151
12.939409,78.621831,615.9,65.913525,313.832429
12.939729,78.621489,616.6,51.378703,293.782057
12.939863,78.621177,618,36.949331,271.67688
12.939883,78.620476,620.3,76.000754,277.936505
12.939958,78.619924,622.4,60.399405,296.205234
12.940135,78.619555,624.9,44.569913,298.484441
12.940557,78.618757,628.5,98.390474,309.074022
12.940648,78.618642,629.4,16.053241,320.585738
12.940833,78.618486,629.5,26.626608,307.643531
12.940942,78.618341,629.7,19.844965,292.199019
12.941531,78.61686,633.5,173.345561,299.118114
12.941778,78.616405,634.6,56.44171,303.951754
12.94207,78.61596,634.8,58.136569,300.778831
12.942189,78.615755,636.7,25.858016,293.643246
12.942253,78.615605,638.6,17.745038,285.499564
12.942403,78.61505,641.7,62.415293,295.247467
12.942494,78.614852,642.8,23.723481,284.366458
12.94266,78.614187,645.3,74.392397,300.444788
12.942719,78.614084,645.4,12.947309,309.050531
12.943006,78.613721,646.1,50.655066,302.586381
12.943234,78.613355,647.5,47.073634,281.042073
12.943265,78.613192,647.5,17.997455,269.365027
12.943258,78.612544,650.3,70.227895,264.015914
12.943206,78.612035,652.8,55.462423,269.259024
12.943203,78.611797,656.2,25.794158,293.633673
12.943319,78.611525,656.7,32.175178,296.677426
12.94377,78.610604,663,111.698839,297.053132
12.943879,78.610385,665.7,26.648672,291.211257
12.943952,78.610192,666.1,22.435224,284.118033
12.94404,78.609833,666.5,40.116311,279.668505
12.944084,78.609568,666.9,29.13167,264.489843
12.944062,78.609334,666.9,25.476155,255.450575
12.94374,78.608061,667.7,142.524987,247.45536
12.943475,78.607406,667.6,76.855307,242.901941
12.943096,78.606646,667.3,92.516775,245.485595
12.942952,78.606322,667.4,38.590498,253.725639
12.942816,78.605844,667.5,53.963079,258.937638
12.942683,78.605146,668,77.074368,277.602546
12.942779,78.604408,669.4,80.686271,282.697257
12.942853,78.604071,669.6,37.436156,287.970505
12.942957,78.603742,669.7,37.482236,291.272191
12.943064,78.60346,669.5,32.794672,299.037657
12.943176,78.603253,668.8,25.65769,306.475877
12.943506,78.602795,665.7,61.72471,311.008732
12.943956,78.602264,662.9,76.256868,315.271622
12.944505,78.601706,663,85.925814,350.218841
12.944929,78.601631,666.4,47.842091,340.030446
12.945393,78.601458,666.9,54.89506,325.04601
12.945538,78.601354,666.9,19.671819,315.043546
12.945905,78.600978,669,57.668218,310.059441
12.946132,78.600701,673.3,39.219968,298.881843
12.946275,78.600435,673.6,32.92076,295.004435
12.946405,78.600149,674.6,34.198613,283.235341
12.946496,78.599752,675.5,44.196167,287.521885
12.946604,78.599401,677.3,39.887985,295.903111
12.946923,78.598727,678.9,81.197727,300.106891
12.949011,78.595032,684.7,462.86096,296.044786
12.949292,78.594442,685.9,71.163127,294.051759
12.949613,78.593704,688,87.578599,292.477282
12.949713,78.593456,688,29.084512,292.582121
12.949835,78.593155,690,35.32694,294.722706
12.94994,78.592921,690,27.916602,295.168617
12.949989,78.592814,690.3,12.811577,283.728962
12.950024,78.592667,691,16.398432,283.432528
12.950078,78.592435,692,25.848188,270.680469
12.950083,78.592003,692,46.817742,280.937948
12.950125,78.59178,692,24.61292,289.227383
12.950194,78.591577,691.6,23.298027,301.027217
12.950415,78.5912,691.4,47.675503,308.262468
12.950611,78.590945,691.3,35.193698,312.690139
12.950789,78.590747,691.3,29.191352,317.768226
12.951285,78.590285,691.4,74.487233,321.822285
12.951461,78.590143,691.7,24.895531,312.076975
12.951732,78.589835,692.1,44.967271,306.430202
12.952101,78.589322,692.9,69.093982,299.768251
12.952334,78.588904,693.6,52.182917,290.02156
12.952535,78.588338,694.1,65.28027,282.423549
12.952611,78.587984,693.8,39.281256,277.160681
12.952891,78.585697,694.1,249.78015,270.847943
12.952897,78.585281,694,45.085,271.507151
12.952901,78.585125,694,16.910873,270.512238
12.952911,78.583977,697,124.408599,274.41645
12.952932,78.583698,697.9,30.324022,283.604466
12.953032,78.583274,698.2,47.273325,287.149037
12.953115,78.582998,698.3,31.300448,298.702432
12.953377,78.582507,698.4,60.661055,303.60725
12.953502,78.582314,698.7,25.111925,309.382272
12.953758,78.581994,700.5,44.864159,304.205816
12.954072,78.58152,701.2,62.108296,299.936833
12.954182,78.581324,702.3,24.509717,295.697482
12.954318,78.581034,702.8,34.875111,284.168692
12.95438,78.580782,701.9,28.164745,277.964777
12.954763,78.577973,709.6,307.361488,278.979975
12.954915,78.576986,707.5,108.283148,265.740699
12.954906,78.576862,707.1,13.474432,260.099906
12.954848,78.576521,706.5,37.510932,251.646631
12.954805,78.576388,706.7,15.184923,244.554936
12.953994,78.574639,701.9,209.890342,254.530889
12.95384,78.574068,704,64.202252,257.14427
12.953709,78.573479,704.5,65.468156,259.100655
12.953417,78.571923,707.1,171.71399,252.229477
12.953293,78.571526,706.9,45.17658,249.519969
12.953103,78.571004,707.6,60.383341,240.039998
12.952962,78.570753,708.1,31.394911,245.095885
12.952824,78.570448,708.4,36.439907,237.773515
12.952507,78.569932,708.7,66.099554,254.242038
12.952441,78.569692,708.7,27.023382,263.856043
12.952285,78.568205,712.6,162.070861,260.016238
12.952022,78.566672,718,168.679271,260.699423
12.951732,78.564855,722.6,199.524023,262.401996
12.951693,78.564555,722.5,32.797777,267.431052
12.95167,78.564029,722.5,57.057895,272.382231
12.95173,78.562549,722.5,160.52047,277.270028
12.951822,78.561809,724.8,80.840739,275.256699
12.951907,78.560861,724.8,103.164824,277.074391
12.952164,78.558736,734,232.04397,277.309087
12.952215,78.558328,734,44.575467,272.975214
12.952297,78.556709,735.5,175.681027,270.358901
12.952305,78.555398,735.5,142.070341,268.339753
12.952247,78.553345,735,222.568457,269.233686
12.952224,78.551581,737.2,191.174419,271.31985
12.952237,78.551002,737.5,62.760462,276.225267
12.952323,78.550193,737.1,88.187943,281.301242
12.952427,78.549659,737,59.011514,284.424093
12.952522,78.54928,736.8,42.407343,286.08777
12.952617,78.548942,736.8,38.120453,289.638431
12.952842,78.548295,737.6,74.442681,292.204761
12.953276,78.547204,740.9,127.696711,294.358253
12.95358,78.546515,744.6,81.959304,292.778647
12.954511,78.54424,749.8,267.383935,291.560364
12.955233,78.542365,759,218.469588,297.293237
12.955762,78.541313,757,128.280527,301.202682
12.956756,78.539629,752.7,213.347594,304.309586
12.9581,78.537608,755.1,265.134515,307.142506
12.958334,78.537291,755.5,43.093168,304.487381
12.959454,78.535618,753,219.94609,303.914304
12.961054,78.533176,753.8,318.868022,302.429185
12.963047,78.529957,754.1,413.260376,303.41815
12.963935,78.528576,754.8,179.287088,301.766155
12.964358,78.527875,754.7,89.344156,300.253286
12.964919,78.526888,752.9,123.814309,298.802678
12.965383,78.526022,747.7,107.088376,293.007023
12.965551,78.525616,745.2,47.796012,296.461662
12.965908,78.52488,744.2,89.086182,297.928576
12.966375,78.523976,741.4,110.869923,300.334079
12.96685,78.523143,741.4,104.581071,298.236419
12.967557,78.521792,737.5,166.166554,296.554028
12.967782,78.52133,736.2,55.965505,298.658845
12.968321,78.520318,734,124.968966,298.720858
12.968431,78.520112,728.6,25.453407,309.864377
12.969554,78.518732,724.2,194.816938,310.718925
12.971104,78.516884,716.9,264.203545,316.183047
12.971756,78.516242,716,100.476247,308.097496
12.972669,78.515047,721,164.53975,312.172429
12.973467,78.514143,723.3,132.169317,315.611994
12.973689,78.51392,723.5,34.543274,312.875629
12.974107,78.513458,723.8,68.311134,317.618124
12.974705,78.512898,724.3,90.019574,315.019899
12.975215,78.512375,724.6,80.171463,308.474033
12.975572,78.511914,725.7,63.804554,304.401205
12.976326,78.510784,729,148.395694,303.130432
12.976927,78.509839,732.8,122.273768,310.503522
12.977215,78.509493,733.6,49.306268,319.767386
12.977344,78.509381,734,18.789118,319.83729
12.977456,78.509284,734,16.296223,324.580561
12.97867,78.508398,729.1,165.646874,325.816658
12.980528,78.507103,721,249.74559,326.231374
12.982628,78.505662,712,280.900864,324.670091
12.983846,78.504776,719,166.008383,312.755552
12.984428,78.50413,720.1,95.328053,324.819717
12.984569,78.504028,720.1,19.182256,328.749814
12.986345,78.502922,725.2,230.99789,326.44851
12.987566,78.502091,733.5,162.912007,324.612308
12.988518,78.501397,736.5,129.846531,326.062244
12.989284,78.500868,741,102.664895,325.996709
12.989557,78.500679,741,36.617639,322.942428
12.99221,78.498623,736,369.66141,322.466958
12.993524,78.497587,728,184.249644,320.562964
12.993787,78.497365,726,37.865338,320.548485
12.994456,78.4968,726,96.339134,321.913812
12.995708,78.495793,725.5,176.876049,322.848512
